관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 노원구청,서울특별시 노원구 광운로1길 16-5 광운공고주변,서울특별시 노원구 월계1동 496-10 광운공고주변,생활방범,1,130,,30,13.Jan,02-2116-4919,37.619021,127.05683,2016.6.15
서울특별시 노원구청,서울특별시 노원구 월계로14나길 59 월계산장위,서울특별시 노원구 월계1동 534-19,생활방범,1,130,,30,13.Jan,02-2116-4919,37.624277,127.055062,2016.6.15
서울특별시 노원구청,서울특별시 노원구 초안산로2길 74 인덕공고입구,서울특별시 노원구 월계2동 645-3,생활방범,1,130,,30,13.Jan,02-2116-4919,37.631916,127.056961,2016.6.15
서울특별시 노원구청,서울특별시 노원구 월계로348 월계지하차도위,서울특별시 노원구 월계2동 285,생활방범,1,130,,30,13.Jan,02-2116-4919,37.632444,127.050738,2016.6.15
서울특별시 노원구청,서울특별시 노원구 월계로49길 20 인덕대학정문앞,서울특별시 노원구 월계2동 633-73,생활방범,1,130,,30,13.Jan,02-2116-4919,37.629734,127.056305,2016.6.15
서울특별시 노원구청,서울특별시 노원구 초안산로5길 28 월계2주민센터옥상,서울특별시 노원구 월계2동 777,생활방범,1,130,,30,13.Jan,02-2116-4919,37.632471,127.050764,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로60길 186 초안1단지입구,서울특별시 노원구 월계2동 905-10,생활방범,1,130,,30,13.Jan,02-2116-4919,37.63214,127.044345,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로60타길 20 초안1단지뒷편,서울특별시 노원구 월계2동 916-8 ,생활방범,1,130,,30,13.Jan,02-2116-4919,37.633751,127.0441,2016.6.15
서울특별시 노원구청,서울특별시 노원구 월계로 376 녹천중후문,서울특별시 노원구 월계3동 316-2,생활방범,1,130,,30,13.Jan,02-2116-4919,37.630419,127.062739,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로192다길 31 이화빌라A동,서울특별시 노원구 공릉1동 370-6,생활방범,1,130,,30,13.Jan,02-2116-4919,37.628112,127.075236,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로182길 34,서울특별시 노원구 공릉1동 566-36,생활방범,1,130,,30,13.Jan,02-2116-4919,37.623041,127.075836,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로51가길 67-1 배꽃어린이공원,서울특별시 노원구 공릉2동 122-32,생활방범,1,130,,30,13.Jan,02-2116-4919,37.625496,127.09285,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로34길 14 미용재료,서울특별시 노원구 공릉2동 240-20,생활방범,1,130,,30,13.Jan,02-2116-4919,37.622451,127.079972,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로32길 15 ,서울특별시 노원구 공릉2동 240-42,생활방범,1,130,,30,13.Jan,02-2116-4919,37.621879,127.080027,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로32길 36 어스틴빌라,서울특별시 노원구 공릉2동 240-47,생활방범,1,130,,30,13.Jan,02-2116-4919,37.621804,127.081018,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로1길 36 태릉초교후문,서울특별시 노원구 공릉2동 250-5,생활방범,1,130,,30,13.Jan,02-2116-4919,37.622867,127.085243,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로1라길 8 선한목자교회,서울특별시 노원구 공릉2동 270-54,생활방범,1,130,,30,13.Jan,02-2116-4919,37.620836,127.081578,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로33길 6 청솔리치빌,서울특별시 노원구 공릉2동 337-4,생활방범,1,130,,30,13.Jan,02-2116-4919,37.622158,127.078884,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로14바길 36 제자교회,서울특별시 노원구 중계본동 90-27,생활방범,1,130,,30,13.Jan,02-2116-4919,37.65019,127.084291,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로14타길 49 원암유치원,서울특별시 노원구 중계본동 90-77,생활방범,1,130,,30,13.Jan,02-2116-4919,37.649776,127.084552,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로92길 13 중계건영인근,서울특별시 노원구 중계4동 133-17,생활방범,1,130,,30,13.Jan,02-2116-4919,37.660922,127.076411,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로242길 6 천상병시인공원,서울특별시 노원구 상계1동 996-27,생활방범,1,130,,30,13.Jan,02-2116-4919,37.674327,127.05916,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로237길 71 현대4차인근,서울특별시 노원구 상계1동 1087-5,생활방범,1,130,,30,13.Jan,02-2116-4919,37.67322,127.051244,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로23가길 15,서울특별시 노원구 상계2동 389-5,생활방범,1,130,,30,13.Jan,02-2116-4919,37.658915,127.069864,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로115길 18 신상계초교건너편,"서울특별시 노원구 상계3,4동 101-34",생활방범,1,130,,30,13.Jan,02-2116-4919,37.666988,127.077337,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로119가길 22 버스운수주변,"서울특별시 노원구 상계3,4동 110-7",생활방범,1,130,,30,13.Jan,02-2116-4919,37.669309,127.079539,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로37길 15 당고개역4번출구,"서울특별시 노원구 상계3,4동 111-464",생활방범,1,130,,30,13.Jan,02-2116-4919,37.671017,127.079391,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로48길 25 상계한신3차,서울특별시 노원구 상계5동 135-56,생활방범,1,130,,30,13.Jan,02-2116-4919,37.665408,127.067184,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로23길 21 신흥지물포,서울특별시 노원구 상계5동 169-205,생활방범,1,130,,30,13.Jan,02-2116-4919,37.659864,127.071267,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로24나길 31 청해빌라앞,서울특별시 노원구 상계5동 169-232,생활방범,1,130,,30,13.Jan,02-2116-4919,37.662968,127.070748,2016.6.15
서울특별시 노원구청,서울특별시 노원구 초안산로12 성원교회 옆,서울특별시 노원구 월계동 782 신계초교 언덕길,생활방범,1,200,,30,14.Jan,02-2116-4919,37.632958,127.052238,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원구 섬밭로299아이티고 주변,서울특별시 노원구 중계동 504,생활방범,1,200,,30,14.Jan,02-2116-4919,37.642138,127.061955,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로 134가길꽃사슴 어린이공원 옆,"서울특별시 노원구 상계3,4동 71-4 ",생활방범,1,200,,30,14.Jan,02-2116-4919,37.672538,127.084666,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로242 라길 32보람빌라,서울특별시 노원구 상계1동 1116-83,생활방범,1,200,,30,14.Jan,02-2116-4919,37.67579,127.058332,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로5길 12동양메이저A 앞,서울특별시 노원구 상계동 354-11  ,생활방범,1,200,,30,14.Jan,02-2116-4919,37.656922,127.063564,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로길 39길18보듬이나눔이어린이집,서울특별시 노원구 상계5동 169-497,생활방범,1,300,,30,14.Jan,02-2116-4919,37.661637,127.06887,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로길 20길 15-10상계역뒤 옛고을 골목,서울특별시 노원구 중계동 142-20,생활방범,1,300,,30,14.Jan,02-2116-4919,37.660107,127.073622,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로길 20길 15-10상계역 대호상가 뒷골목,서울특별시 노원구 중계동 142-20,생활방범,1,300,,30,14.Jan,02-2116-4919,37.660107,127.073622,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 190길 26  ,서울특별시 노원구 공릉동 502-3,생활방범,1,200,,30,15.Jan,02-2116-4919,37.62553,127.074713,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 186길 33,서울특별시 노원구 공릉동 502-7,생활방범,1,200,,30,15.Jan,02-2116-4919,37.625097,127.074765,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 186길 39-18,서울특별시 노원구 공릉동 502-23,생활방범,1,200,,30,15.Jan,02-2116-4919,37.625415,127.075039,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 186길 36-10,서울특별시 노원구 공릉동 513-62,생활방범,1,200,,30,15.Jan,02-2116-4919,37.624438,127.0747,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 186길 36-24,서울특별시 노원구 공릉동 513-50,생활방범,1,200,,30,15.Jan,02-2116-4919,37.62456,127.075382,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 184길 15,서울특별시 노원구 공릉동 513-9,생활방범,2,300,,30,15.Jan,02-2116-4919,37.623965,127.074534,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1044,서울특별시 노원구 공릉동 517-31,생활방범,1,200,,30,15.Jan,02-2116-4919,37.623324,127.074033,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 182길 5-22,서울특별시 노원구 공릉동 517-27,생활방범,1,200,,30,15.Jan,02-2116-4919,37.623419,127.074441,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 182길 7-1,서울특별시 노원구 공릉동 517-36,생활방범,1,200,,30,15.Jan,02-2116-4919,37.623094,127.074426,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 182길 7-10,서울특별시 노원구 공릉동 517-45,생활방범,1,300,,30,15.Jan,02-2116-4919,37.62326,127.074828,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 182길 25-15,서울특별시 노원구 공릉동 517-52,생활방범,1,200,,30,15.Jan,02-2116-4919,37.623313,127.07495,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 182길 37-45,서울특별시 노원구 공릉동 517-76,생활방범,1,200,,30,15.Jan,02-2116-4919,37.623646,127.075635,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 182길 27,서울특별시 노원구 공릉동 517-97,생활방범,1,300,,30,15.Jan,02-2116-4919,37.623136,127.075577,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1028,서울특별시 노원구 공릉동 577-1,생활방범,1,200,,30,15.Jan,02-2116-4919,37.621832,127.074565,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 180길 21,서울특별시 노원구 공릉동 566-15,생활방범,1,300,,30,15.Jan,02-2116-4919,37.622462,127.07547,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 180길 41,서울특별시 노원구 공릉동 561-5,생활방범,1,200,,30,15.Jan,02-2116-4919,37.622681,127.076531,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 191길 15,서울특별시 노원구 공릉동 400-1,생활방범,1,200,,30,15.Jan,02-2116-4919,37.624994,127.072221,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1041,서울특별시 노원구 공릉동 568-27,생활방범,1,200,,30,15.Jan,02-2116-4919,37.623064,127.073487,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 173가길 104,서울특별시 노원구 공릉동 569-1,생활방범,1,200,,30,15.Jan,02-2116-4919,37.62284,127.072407,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로 34길 16,서울특별시 노원구 상계동 407-3,생활방범,1,300,,30,15.Jan,02-2116-4919,37.659587,127.065467,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로 34길 34,서울특별시 노원구 상계동 1283,생활방범,1,300,,30,15.Jan,02-2116-4919,37.66031,127.065834,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로47길 78-17,서울특별시 노원구 상계동 429-11,생활방범,1,200,,30,15.Jan,02-2116-4919,37.66061,127.066278,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로 17길 46,서울특별시 노원구 상계동 393-6,생활방범,1,300,,30,15.Jan,02-2116-4919,37.659595,127.066756,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로9가길 17,서울특별시 노원구 상계동 393-8,생활방범,1,300,,30,15.Jan,02-2116-4919,37.658735,127.06686,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로19길 38,서울특별시 노원구 상계동 389-416,생활방범,1,200,,30,15.Jan,02-2116-4919,37.659497,127.067311,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로23길 51 ,서울특별시 노원구 상계동 404-23,생활방범,1,200,,30,15.Jan,02-2116-4919,37.659888,127.067134,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로9나길 25,서울특별시 노원구 상계동 436-11,생활방범,1,200,,30,15.Jan,02-2116-4919,37.660649,127.067351,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로9가길 53,서울특별시 노원구 상계동 389-374,생활방범,1,200,,30,15.Jan,02-2116-4919,37.659937,127.068303,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로9가길 45-11,서울특별시 노원구 상계동 389-763,생활방범,1,200,,30,15.Jan,02-2116-4919,37.660018,127.067547,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로9가길 39,서울특별시 노원구 상계동 389-407,생활방범,1,200,,30,15.Jan,02-2116-4919,37.659464,127.067719,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로9가길 33,서울특별시 노원구 상계동 389-419,생활방범,1,300,,30,15.Jan,02-2116-4919,37.659274,127.067592,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로23길 57-6,서울특별시 노원구 상계동 406-9,생활방범,1,200,,30,15.Jan,02-2116-4919,37.660128,127.06665,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로47길 67,서울특별시 노원구 상계동 434-22,생활방범,1,300,,30,15.Jan,02-2116-4919,37.661059,127.066712,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로 34길 62,서울특별시 노원구 상계동 430-4,생활방범,1,200,,30,15.Jan,02-2116-4919,37.661586,127.065919,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로 34길 48-4,서울특별시 노원구 상계동 432-1,생활방범,1,200,,30,15.Jan,02-2116-4919,37.660981,127.065961,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로 468,서울특별시 노원구 상계동 365-2,생활방범,1,200,,30,15.Jan,02-2116-4919,37.658063,127.065953,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로186길49,서울특별시 노원구 공릉동 502-34,생활방범,1,200,,30,15.Jan,02-2116-4919,37.625202,127.075678,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로184길39-7,서울특별시 노원구 공릉동 513-45,생활방범,1,200,,30,15.Jan,02-2116-4919,37.624636,127.075684,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로184길33,서울특별시 노원구 공릉동 513-54,생활방범,1,200,,30,15.Jan,02-2116-4919,37.624308,127.075411,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로182길 37-25,서울특별시 노원구 공릉1동 517-79,생활방범,1,300,,30,15.Jan,02-2116-4919,37.623745,127.075918,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로47길 28 계상초교후문,서울특별시 노원구 상계5동 456-99 정문도로 횡단보도 (계상),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.662934,127.06675,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로173길 13 공릉초교정문,서울특별시 노원구 공릉1동 616-8 정문 앞 횡단보도 주변 (공릉),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.61852,127.07465,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로192길 15 공연초교 GS25시,서울특별시 노원구 공릉1동 386-3 정문 앞 횡단보도 주변 (공연),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.626132,127.073854,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로230다길 60 노원초교후문인근,서울특별시 노원구 상계1동 1011-18 (노원),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.673833,127.058247,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1619-18 노일초 후문,서울특별시 노원구 상계1동 1039-2  (노일),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.67237,127.054532,2016.6.15
서울특별시 노원구청,서울특별시 노원구 마들로3길 19 녹천초교진입로,서울특별시 노원구 월계3동 322-5 정문 주변 통학로 (녹천),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.628094,127.062913,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로213길 52 당현초정문,"서울특별시 노원구 상계6,7동 742 정문 앞 횡단보도 주변 (당현)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.648658,127.058391,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로112길 68 덕암초정문,"서울특별시 노원구 상계3,4동 1274-2 정문 앞 횡단보도 주변 (덕암)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.666739,127.080839,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로566 동일초정문,서울특별시 노원구 상계8동 887-7 정문 앞 횡단보도 주변 (동일),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.664893,127.054649,2016.6.15
서울특별시 노원구청,"서울특별시 노원구 중계로 178 불암초,문화예술회관길건너편",서울특별시 노원구 중계본동 366-2 정문 앞 횡단보도 주변 (불암),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.651067,127.080647,2016.6.15
서울특별시 노원구청,서울특별시 노원구 수락산로 232 상경초 버스정류장앞,서울특별시 노원구 상계8동 621 정문 앞 횡단보도 주변 (상경),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.670208,127.051321,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로34길 16 상계초후문,서울특별시 노원구 상계2동 407-3 (상계),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.659587,127.065467,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로38길 34 상곡초정문건너편,서울특별시 노원구 상계10동 678 정문 앞 횡단보도 주변 (상곡),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.662787,127.062515,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로 541 상명초정문,"서울특별시 노원구 중계2,3동 515-1 정문 앞 (상명)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.64847,127.06759,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로216길 66 상수초후문,"서울특별시 노원구 상계6,7동 751-4 후문 앞 (상수)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.652085,127.065477,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로54길 119 상원초정문,서울특별시 노원구 상계9동 645 정문 앞(13단지 방향) (상원),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.667188,127.059825,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로221길 27 상월초정문,서울특별시 노원구 상계10동 695 정문 앞 횡단보도 주변 (상월),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.65968,127.057573,2016.6.15
서울특별시 노원구청,서울특별시 노원구 덕릉로 443 상천초교,"서울특별시 노원구 상계6,7동 768 정문 앞 횡단보도 주변 (상천)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.646282,127.058107,2016.6.15
서울특별시 노원구청,서울특별시 노원구 광운로2길 6 선곡초정문,서울특별시 노원구 월계1동 472-45 후문 앞 횡단보도 주변 (선곡),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.61806,127.057411,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 1745 수락초정문,서울특별시 노원구 상계1동 1171-2 정문 입구 (수락),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.684287,127.054834,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로12길 6 수암초정문,서울특별시 노원구 중계본동 58-8 정문 앞 횡단보도 주변 (수암),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.647593,127.081126,2016.6.15
서울특별시 노원구청,서울특별시 노원구 초안산로 29 신계초정문,서울특별시 노원구 월계2동 582 정문 앞 횡단보도 주변 (신계),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.62954,127.054129,2016.6.15
서울특별시 노원구청,서울특별시 노원구 상계로 267 신상계초정문,"서울특별시 노원구 상계3,4동 116-1 (신상계)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.668151,127.076531,2016.6.15
서울특별시 노원구청,서울특별시 노원구 월계로55길 48 연지초정문,서울특별시 노원구 월계2동 320-8 학교정문 우측 횡단보도 (연지),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.632444,127.050738,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로 304 연촌초교정문,서울특별시 노원구 하계1동 153-23 정문 앞 횡단보도 주변 (연촌),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.634179,127.072234,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로52길 59 온곡초교정문 ,서울특별시 노원구 상계9동 638 정문 앞 횡단보도 주변 (온곡),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.667608,127.06579,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로15길 52 용동초교,"서울특별시 노원구 중계2,3동 510-6 하계중 후문, 하늘교회 앞 사거리 (용동)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.641165,127.070265,2016.6.15
서울특별시 노원구청,서울특별시 노원구 섬밭로 144  용원초정문,서울특별시 노원구 공릉1동 709 정문 (용원),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.629603,127.068866,2016.6.15
서울특별시 노원구청,"서울특별시 노원구 덕릉로76길 23 원광초교,중계중학교정문",서울특별시 노원구 중계1동 358-3 중계중학교 정문 옆 사거리 (원광),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.655096,127.075474,2016.6.15
서울특별시 노원구청,서울특별시 노원구 월계로45가길 10 월계초정문,서울특별시 노원구 월계2동 558 정문앞 어린이보호 횡단보도 (월계),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.628388,127.050541,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로 235 을지초정문,서울특별시 노원구 중계1동 360-1 정문 앞 주변 (을지),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.650492,127.073703,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로19길 39 중계초교 정문,서울특별시 노원구 중계4동 452-7 정문 앞 횡단보도 주변 (중계),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.657403,127.07242,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로207길 23 중원초교정문,"서울특별시 노원구 중계2,3동 502-2 학교 정문 쪽 횡단보도(녹색어머니 활동 위치) 푸른 문구앞 (중원)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.643197,127.06355,2016.6.15
서울특별시 노원구청,서울특별시 노원구 섬밭로 241 중평초정문길건너편,서울특별시 노원구 하계2동 271 운동장 왼쪽 쪽문 승강장 주변 (중평),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.63728,127.06409,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로55길 96 중현초 하계2치안건너편,서울특별시 노원구 하계2동 336-1 정문 앞 횡단보도 주변 (중현),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.631593,127.067726,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로420 청계초 중원중사거리,"서울특별시 노원구 중계2,3동 514-7 정문 앞 횡단보도 주변 (청계)",어린이보호,1,41,,30,10.Jan,02-2116-4919,37.644481,127.067325,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로506 청원초정문,서울특별시 노원구 상계9동 641 정문 앞 (청원),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.666028,127.062013,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로815 태강삼육초앞 버스정류장,서울특별시 노원구 공릉2동 26-39 학교앞 버스정류장 주변 (태강삼육),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.642236,127.110856,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로51가길 21-19 태랑초,서울특별시 노원구 공릉2동 120-13 현대아파트 104동 앞 (태랑),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.625009,127.090128,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로1길 36 태릉초교정문,서울특별시 노원구 공릉2동 87-2 정문 앞 (태릉),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.621542,127.084631,2016.6.15
서울특별시 노원구청,서울특별시 노원구 마들로45 한천초정문길건너편,서울특별시 노원구 월계3동 9-15 정문 앞 건너편 (한천),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.619908,127.069637,2016.6.15
서울특별시 노원구청,서울특별시 노원구 화랑로653 화랑초 서울여대정문앞,서울특별시 노원구 공릉2동 27-38 서울여대정문 교차로 지하철 태릉역방향 주변 (화랑),어린이보호,1,41,,30,10.Jan,02-2116-4919,37.629733,127.094416,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로245길 56 북부어린이집,서울특별시 노원구 상계1동 1257 북부어린이집,어린이보호,2,130,,30,12.Jan,02-2116-4919,37.679663,127.052415,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로 239 나길 31 노원어린이집,서울특별시 노원구 상계1동 1098-21 노원어린이집,어린이보호,2,130,,30,12.Jan,02-2116-4919,37.676649,127.051707,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로34길 43 상계삼성어린이집,서울특별시 노원구 상계2동 430-5 노원정보도서관 앞 상계삼성어린이집 (고정형),어린이보호,2,130,,30,12.Jan,02-2116-4919,37.661259,127.065889,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로58마길 1 하계어린이집,서울특별시 노원구 하계1동 252-11 하계어린이집 (고정형),어린이보호,2,130,,30,12.Jan,02-2116-4919,37.637052,127.076196,2016.6.15
서울특별시 노원구청,서울특별시 노원구 중계로167 중계어린이집,서울특별시 노원구 중계본동 308-44  중계어린이집,어린이보호,2,130,,30,12.Jan,02-2116-4919,37.649705,127.080411,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로179길 13 예뜨랑어린이집,서울특별시 노원구 공릉1동 575-25 예뜨랑어린이집,어린이보호,2,130,,30,12.Jan,02-2116-4919,37.621522,127.073289,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로173가길 86 새나라공원,서울특별시 노원구 공릉1동  569-21 새나리공원앞 (방범폴에 설치.고정형),어린이보호,1,130,,30,12.Jan,02-2116-4919,37.622088,127.072651,2016.6.15
서울특별시 노원구청,서울특별시 노원구 한글비석로5길 75 꿈동산어린이집,서울특별시 노원구 중계1동 361-1 꿈동산어린이집,어린이보호,2,130,,30,12.Jan,02-2116-4919,37.646851,127.072768,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로232길 24 노원초교앞,서울특별시 노원구 상계1동 1019-43 품속어린이집,어린이보호,3,130,,30,12.Jan,02-2116-4919,37.67274,127.057247,2016.6.15
서울특별시 노원구청,서울특별시 노원구 공릉로186 토마토어린이집,서울특별시 노원구 공릉2동 408-166 토마토어린이집,어린이보호,2,130,,30,12.Jan,02-2116-4919,37.626129,127.07946,2016.6.15
서울특별시 노원구청,서울특별시 노원구 동일로213길 52 당현초정문,"서울특별시 노원구 상계6,7동 742 당현초등학교",어린이보호,1,130,,30,12.Jan,02-2116-4919,37.648658,127.058391,2016.6.15
서울특별시 노원구청,"서울특별시 노원구 동일로213길 78 영은유치원,당현초후문","서울특별시 노원구 상계6,7동 740-1 영은유치원 (당현초 후문)",어린이보호,1,130,,30,12.Jan,02-2116-4919,37.648088,127.05757,2016.6.15
서울특별시 노원구청,서울특별시 노원구 노원로1나길 28,서울특별시 노원구 공릉2동 87 태릉초등학교,어린이보호,1,130,,30,12.Jan,02-2116-4919,37.621953,127.082962,2016.6.15
